Journal identity,5-year journal impact factor,Year published,Volume,Issue,Authors,Collection date,Publication date,Number of tweets,Number of users,Twitter reach,Number of Web of Science citations
Evolutionary Applications,4.6,2013,6,2,Ishida et al.,3/4/2016,8/1/2012,2,2,2110,8
Evolutionary Applications,4.6,2013,6,3,Milot et al.,3/4/2016,11/22/2012,6,5,5001,21
Evolutionary Applications,4.6,2013,6,3,Kulpa and Leger,3/4/2016,1/3/2013,0,0,0,11
Evolutionary Applications,4.6,2013,6,3,Stefansson et al.,3/4/2016,1/3/2013,1,0,5,7
Evolutionary Applications,4.6,2013,6,4,Pollitt et al.,3/4/2016,2/11/2013,0,0,0,8
Evolutionary Applications,4.6,2013,6,4,Laplante et al.,3/4/2016,2/18/2013,1,0,1591,2
Evolutionary Applications,4.6,2013,6,4,Marsden et al.,3/4/2016,2/22/2013,3,3,2412,2
Evolutionary Applications,4.6,2013,6,5,Pukk et al.,3/4/2016,2/25/2013,2,4,3458,11
Evolutionary Applications,4.6,2013,6,5,Fageria and Rajora,3/4/2016,4/18/2013,1,0,2033,10
Evolutionary Applications,4.6,2013,6,5,Oakley,3/4/2016,4/3/2013,4,5,3795,6
Evolutionary Applications,4.6,2013,6,6,Smith et al.,3/4/2016,5/8/2013,4,7,1057,6
Evolutionary Applications,4.6,2013,6,6,Betancourt et al.,3/4/2016,5/20/2013,2,3,4572,3
Evolutionary Applications,4.6,2013,6,6,Ojala et al.,3/4/2016,6/10/2013,6,8,6442,5
Evolutionary Applications,4.6,2013,6,7,Paris et al.,3/4/2016,8/31/2013,1,0,1442,5
Evolutionary Applications,4.6,2013,6,7,Wenger and Michel,3/4/2016,7/24/2013,2,2,2249,10
Evolutionary Applications,4.6,2013,6,7,Betts et al.,3/4/2016,7/15/2013,3,3,2989,10
Evolutionary Applications,4.6,2013,6,8,Hodges et al.,3/4/2016,8/7/2013,3,3,2324,1
Evolutionary Applications,4.6,2013,6,8,O'Malley et al.,3/4/2016,10/10/2013,1,0,2033,7
Evolutionary Applications,4.6,2013,6,8,Morrow and Connallon,3/4/2016,9/4/2013,8,5,3988,10
Evolutionary Applications,4.6,2014,7,2,Lotterhos et al.,3/4/2016,11/4/2013,0,0,0,2
Evolutionary Applications,4.6,2014,7,2,Small et al.,3/4/2016,11/25/2013,0,0,0,2
Evolutionary Applications,4.6,2014,7,2,Shafer et al.,3/4/2016,12/4/2013,3,5,491,4
Evolutionary Applications,4.6,2014,7,3,Aris-Brosou,3/4/2016,1/2/2014,7,6,5017,0
Evolutionary Applications,4.6,2014,7,3,Parepa et al.,3/4/2016,1/2/2014,5,5,3236,11
Evolutionary Applications,4.6,2014,7,3,Janssens et al.,3/4/2016,1/6/2014,1,0,2235,2
Evolutionary Applications,4.6,2014,7,4,Ropars et al.,3/4/2016,3/20/2014,22,21,22544,10
Evolutionary Applications,4.6,2014,7,4,Glais et al.,3/4/2016,2/18/2014,5,7,10489,1
Evolutionary Applications,4.6,2014,7,4,Oddou-Muratorio and Davi,3/4/2016,2/21/2014,2,3,342,4
Evolutionary Applications,4.6,2014,7,5,Hartfield et al.,3/4/2016,3/26/2014,5,5,4700,2
Evolutionary Applications,4.6,2014,7,5,Eschbach et al.,3/4/2016,4/26/2014,5,6,4570,1
Evolutionary Applications,4.6,2014,7,5,Feau et al.,3/4/2016,4/15/2014,3,3,2525,2
Evolutionary Applications,4.6,2014,7,6,Senn et al.,3/4/2016,6/17/2014,34,29,72527,4
Evolutionary Applications,4.6,2014,7,6,Matala et al.,3/4/2016,6/27/2014,1,0,327,5
Evolutionary Applications,4.6,2014,7,6,Pfenninger et al.,3/4/2016,6/17/2014,11,11,695914,7
Evolutionary Applications,4.6,2014,7,7,Simon et al.,3/4/2016,5/7/2014,11,10,13371,14
Evolutionary Applications,4.6,2014,7,7,Legagneux et al.,3/4/2016,6/26/2014,3,4,2232,0
Evolutionary Applications,4.6,2014,7,7,Benavides et al.,3/4/2016,7/23/2014,0,0,0,3
Evolutionary Applications,4.6,2014,7,8,Dobson et al.,3/4/2016,7/2/2014,5,4,1007,0
Evolutionary Applications,4.6,2014,7,8,Monzón-Argüello et al.,3/4/2016,7/23/2014,1,0,2033,2
Evolutionary Applications,4.6,2014,7,8,Northrup et al.,3/4/2016,8/28/2014,9,8,4034,2
Evolutionary Applications,4.6,2014,7,9,Hoban et al.,3/4/2016,8/15/2014,5,5,4896,10
Evolutionary Applications,4.6,2014,7,9,Dierking et al.,3/4/2016,7/8/2014,1,0,903,6
Evolutionary Applications,4.6,2014,7,9,Perrier et al.,3/4/2016,6/18/2014,4,6,2049,5
Evolutionary Applications,4.6,2014,7,10,Stelkens et al.,3/4/2016,9/25/2014,4,6,1270,3
Evolutionary Applications,4.6,2014,7,10,Foo et al.,3/4/2016,10/15/2014,0,0,0,1
Evolutionary Applications,4.6,2014,7,10,Robert et al.,3/4/2016,10/10/2014,1,0,429,2
Fish and Fisheries,8.1,2012,13,1,Tlusty,3/4/2016,2/7/2011,2,2,623,19
Fish and Fisheries,8.1,2012,13,1,Allison et al.,3/4/2016,2/7/2011,2,2,1721,30
Fish and Fisheries,8.1,2012,13,1,Nicol et al.,3/4/2016,2/7/2011,2,2,602,53
Fish and Fisheries,8.1,2012,13,2,Kemp et al.,3/4/2016,6/1/2011,4,4,5111,13
Fish and Fisheries,8.1,2012,13,2,Cooley et al.,3/4/2016,7/7/2011,0,0,0,31
Fish and Fisheries,8.1,2012,13,2,Putten et al.,3/4/2016,7/14/2011,0,0,0,39
Fish and Fisheries,8.1,2012,13,3,Melnychuk et al.,3/4/2016,7/18/2011,1,0,3742,17
Fish and Fisheries,8.1,2012,13,3,Grafton et al.,3/4/2016,11/8/2011,5,4,2300,6
Fish and Fisheries,8.1,2012,13,3,Glover et al.,3/4/2016,11/20/2011,0,0,0,11
Fish and Fisheries,8.1,2012,13,4,Pinca et al.,3/4/2016,6/30/2011,0,0,0,12
Fish and Fisheries,8.1,2012,13,4,Piccolo et al.,3/4/2016,9/19/2011,1,0,2,7
Fish and Fisheries,8.1,2012,13,4,Noonan et al.,3/4/2016,11/1/2011,2,2,6291,45
Fish and Fisheries,8.1,2013,14,1,Purcell et al.,3/4/2016,11/2/2011,2,2,710,49
Fish and Fisheries,8.1,2013,14,1,Senior and Nakagawa,3/4/2016,11/29/2011,0,0,0,10
Fish and Fisheries,8.1,2013,14,1,Teh and Sumaila,3/4/2016,12/7/2011,24,23,76941,25
Fish and Fisheries,8.1,2013,14,2,Mitcheson et al.,3/4/2016,4/28/2012,16,14,68299,43
Fish and Fisheries,8.1,2013,14,2,Fenichel et al.,3/4/2016,2/28/2012,0,0,0,13
Fish and Fisheries,8.1,2013,14,2,Liu et al.,3/4/2016,2/21/2012,0,0,0,3
Fish and Fisheries,8.1,2013,14,3,Ainley et al.,3/4/2016,5/19/2012,0,0,0,6
Fish and Fisheries,8.1,2013,14,3,Cox,3/4/2016,5/7/2012,1,0,4519,4
Fish and Fisheries,8.1,2013,14,3,Dagorn et al.,3/4/2016,5/16/2012,3,3,513,31
Fish and Fisheries,8.1,2013,14,4,Martell and Froese,3/4/2016,6/20/2012,3,3,2591,21
Fish and Fisheries,8.1,2013,14,4,Li and Leatherland,3/4/2016,6/20/2012,2,2,211,7
Fish and Fisheries,8.1,2013,14,4,McLaughlin et al.,3/4/2016,9/3/2012,1,0,156,14
Fish and Fisheries,8.1,2014,15,1,Rose et al.,3/4/2016,12/20/2012,150,125,217383,17
Fish and Fisheries,8.1,2014,15,1,Nunan,3/4/2016,1/10/2013,8,6,23600,5
Fish and Fisheries,8.1,2014,15,1,Emery et al.,3/4/2016,1/10/2013,1,0,156,5
Fish and Fisheries,8.1,2014,15,2,Yamazaki et al.,3/4/2016,9/12/2012,1,0,132,5
Fish and Fisheries,8.1,2014,15,2,Frisk et al.,3/4/2016,1/21/2013,3,3,592,20
Fish and Fisheries,8.1,2014,15,2,Weeratunge et al.,3/4/2016,1/30/2013,2,2,514,12
Fish and Fisheries,8.1,2014,15,3,Yue,3/4/2016,2/11/2013,5,5,4739,27
Fish and Fisheries,8.1,2014,15,3,Baumgartner et al.,3/4/2016,2/18/2013,3,3,1883,4
Fish and Fisheries,8.1,2014,15,3,Johnsen,3/4/2016,2/11/2013,5,4,1260,5
Fish and Fisheries,8.1,2014,15,4,Kenchington,3/4/2016,4/6/2013,2,2,525,17
Fish and Fisheries,8.1,2014,15,4,Feary et al.,3/4/2016,4/26/2013,6,6,4864,13
Fish and Fisheries,8.1,2014,15,4,Glaser et al.,3/4/2016,4/2/2013,4,4,5526,10
Limnology and Oceanography,4.4,2012,57,1,Tweel and Turner,3/6/2016,11/22/2011,0,0,0,14
Limnology and Oceanography,4.4,2012,57,1,Lutz et al.,3/6/2016,11/22/2011,0,0,0,14
Limnology and Oceanography,4.4,2012,57,1,O'Brien et al.,3/6/2016,1/16/2012,0,0,0,8
Limnology and Oceanography,4.4,2012,57,2,Morgan et al.,3/6/2016,3/5/2012,0,0,0,12
Limnology and Oceanography,4.4,2012,57,2,Wyatt et al.,3/6/2016,2/4/2012,0,0,0,15
Limnology and Oceanography,4.4,2012,57,2,McDonald et al.,3/6/2016,3/1/2012,0,0,0,36
Limnology and Oceanography,4.4,2012,57,3,Jankowski et al.,3/6/2016,4/3/2012,0,0,0,8
Limnology and Oceanography,4.4,2012,57,3,Schlosser et al.,3/6/2016,4/3/2012,0,0,0,6
Limnology and Oceanography,4.4,2012,57,3,Kirillin et al.,3/6/2016,5/1/2012,0,0,0,10
Limnology and Oceanography,4.4,2012,57,4,Grantz et al.,3/6/2016,6/2/2012,0,0,0,11
Limnology and Oceanography,4.4,2012,57,4,Brandsma et al.,3/6/2016,6/24/2012,0,0,0,14
Limnology and Oceanography,4.4,2012,57,4,Ren et al.,3/6/2016,6/24/2012,0,0,0,11
Limnology and Oceanography,4.4,2012,57,5,Karnauskas et al.,3/6/2016,8/21/2012,0,0,0,4
Limnology and Oceanography,4.4,2012,57,5,Adame et al.,3/6/2016,8/26/2012,0,0,0,6
Limnology and Oceanography,4.4,2012,57,5,Malerba et al.,3/6/2016,8/30/2012,0,0,0,4
Limnology and Oceanography,4.4,2012,57,6,La Nafie et al.,3/6/2016,10/9/2012,0,0,0,12
Limnology and Oceanography,4.4,2012,57,6,Walker and McCarthy,3/6/2016,11/13/2012,0,0,0,9
Limnology and Oceanography,4.4,2012,57,6,Ward et al.,3/6/2016,11/13/2012,0,0,0,44
Limnology and Oceanography,4.4,2013,58,1,Seibt et al.,3/6/2016,11/25/2012,0,0,0,2
Limnology and Oceanography,4.4,2013,58,1,Kirk,3/6/2016,11/25/2012,0,0,0,0
Limnology and Oceanography,4.4,2013,58,1,Rico et al.,3/6/2016,12/14/2012,0,0,0,10
Limnology and Oceanography,4.4,2013,58,2,Wain et al.,3/6/2016,2/9/2013,0,0,0,0
Limnology and Oceanography,4.4,2013,58,2,Cooper et al.,3/6/2016,2/9/2013,0,0,0,4
Limnology and Oceanography,4.4,2013,58,2,Gali et al.,3/6/2016,2/9/2013,0,0,0,7
Limnology and Oceanography,4.4,2013,58,3,Bunn et al.,3/6/2016,3/22/2013,0,0,0,14
Limnology and Oceanography,4.4,2013,58,3,Kissman et al.,3/6/2016,5/3/2013,0,0,0,10
Limnology and Oceanography,4.4,2013,58,3,Read et al.,3/6/2016,5/3/2013,0,0,0,18
Limnology and Oceanography,4.4,2013,58,4,Ochoa et al.,3/6/2016,6/14/2013,0,0,0,5
Limnology and Oceanography,4.4,2013,58,4,Imam et al.,3/6/2016,6/14/2013,0,0,0,1
Limnology and Oceanography,4.4,2013,58,4,Munro et al.,3/6/2016,6/14/2013,0,0,0,9
Limnology and Oceanography,4.4,2013,58,5,Pineda et al.,3/6/2016,7/28/2013,0,0,0,4
Limnology and Oceanography,4.4,2013,58,5,Bettignies et al.,3/6/2016,8/27/2013,0,0,0,10
Limnology and Oceanography,4.4,2013,58,5,Durkin et al.,3/6/2016,8/27/2013,0,0,0,6
Limnology and Oceanography,4.4,2013,58,6,Keesing et al.,3/6/2016,9/30/2013,0,0,0,1
Limnology and Oceanography,4.4,2013,58,6,Rostad and Kaartvedt,3/6/2016,10/21/2013,0,0,0,3
Limnology and Oceanography,4.4,2013,58,6,Vogt et al.,3/6/2016,11/14/2013,0,0,0,4
Limnology and Oceanography,4.4,2014,59,1,Cardoso et al.,3/6/2016,1/9/2014,0,0,0,10
Limnology and Oceanography,4.4,2014,59,1,Khripounoff et al.,3/6/2016,1/9/2014,0,0,0,3
Limnology and Oceanography,4.4,2014,59,1,Reader and Miller,3/6/2016,1/26/2014,0,0,0,4
Limnology and Oceanography,4.4,2014,59,2,Kitidis et al.,3/6/2016,1/27/2014,0,0,0,7
Limnology and Oceanography,4.4,2014,59,2,Baars et al.,3/6/2016,1/27/2014,0,0,0,11
Limnology and Oceanography,4.4,2014,59,2,Junker and Cross,3/6/2016,3/24/2014,0,0,0,2
Limnology and Oceanography,4.4,2014,59,3,Noss and Lorke,3/6/2016,4/7/2014,0,0,0,3
Limnology and Oceanography,4.4,2014,59,3,Williamson et al.,3/6/2016,5/1/2014,0,0,0,8
Limnology and Oceanography,4.4,2014,59,3,Wilkinson et al.,3/6/2016,5/1/2014,0,0,0,4
Limnology and Oceanography,4.4,2014,59,4,Obrador et al.,3/6/2016,6/20/2014,0,0,0,6
Limnology and Oceanography,4.4,2014,59,4,Borsje et al.,3/6/2016,6/20/2014,0,0,0,1
Limnology and Oceanography,4.4,2014,59,4,Rheuban et al.,3/6/2016,7/1/2014,0,0,0,3
Limnology and Oceanography,4.4,2014,59,5,Rottgers et al.,3/6/2016,7/20/2014,0,0,0,8
Limnology and Oceanography,4.4,2014,59,5,Tanaka et al.,3/6/2016,8/3/2014,0,0,0,3
Limnology and Oceanography,4.4,2014,59,5,Wong et al.,3/6/2016,8/3/2014,0,0,0,4
Limnology and Oceanography,4.4,2014,59,6,Hundey et al.,3/6/2016,10/12/2014,0,0,0,5
Limnology and Oceanography,4.4,2014,59,6,Lunt and Smee,3/6/2016,10/12/2014,0,0,0,3
Limnology and Oceanography,4.4,2014,59,6,Saiz et al.,3/6/2016,10/12/2014,0,0,0,3
Mammal Review,4.3,2012,42,1,Steyaert et al.,3/6/2016,4/12/2011,3,3,3320,25
Mammal Review,4.3,2012,42,1,Gorini et al.,3/6/2016,4/19/2011,1,0,914,24
Mammal Review,4.3,2012,42,1,Lara-Romero et al.,3/6/2016,8/16/2011,5,4,30126,4
Mammal Review,4.3,2012,42,2,Garcia-Rangel,3/6/2016,3/23/2012,4,4,4740,8
Mammal Review,4.3,2012,42,2,Thong et al.,3/6/2016,12/6/2011,1,0,224,12
Mammal Review,4.3,2012,42,2,Dewas et al.,3/6/2016,10/21/2011,0,0,0,11
Mammal Review,4.3,2012,42,3,Gortazar et al.,3/6/2016,8/24/2011,3,3,5233,55
Mammal Review,4.3,2012,42,3,Berta and Churchhill,3/6/2016,9/13/2011,0,0,0,27
Mammal Review,4.3,2012,42,3,Prieto et al.,3/6/2016,10/26/2011,1,0,0,4
Mammal Review,4.3,2012,42,4,Oliveira et al.,3/6/2016,12/4/2011,0,0,0,0
Mammal Review,4.3,2013,43,1,Shurtliff,3/6/2016,12/1/2011,1,0,1126,14
Mammal Review,4.3,2013,43,1,King et al.,3/6/2016,10/26/2011,0,0,0,11
Mammal Review,4.3,2013,43,1,Cheney et al.,3/6/2016,2/6/2012,4,4,5806,20
Mammal Review,4.3,2013,43,2,Winterbach et al.,3/6/2016,2/6/2012,5,5,28967,10
Mammal Review,4.3,2013,43,2,Schulz and Kaiser,3/6/2016,3/20/2012,0,0,0,7
Mammal Review,4.3,2013,43,2,Oates and Rees,3/6/2016,3/30/2012,0,0,0,1
Mammal Review,4.3,2013,43,3,Bowen and Lidgard,3/6/2016,11/4/2012,5,5,2888,6
Mammal Review,4.3,2013,43,3,Balme et al.,3/6/2016,10/11/2012,3,3,2337,10
Mammal Review,4.3,2013,43,3,Wheeler and Hik,3/6/2016,11/9/2012,3,3,998,5
Mammal Review,4.3,2013,43,4,Marchand et al.,3/6/2016,1/21/2013,0,0,0,7
Mammal Review,4.3,2013,43,4,Forrester and Wittmer,3/6/2016,1/21/2013,1,0,94,14
Mammal Review,4.3,2013,43,4,Laplana and Sevilla,3/6/2016,3/6/2013,1,0,94,4
Mammal Review,4.3,2014,44,1,Chi?amera et al.,3/6/2016,1/21/2013,0,0,0,6
Mammal Review,4.3,2014,44,1,Jefferson et al.,3/6/2016,12/24/2013,10,9,11296,7
Mammal Review,4.3,2014,44,1,Superina et al.,3/6/2016,7/15/2013,4,4,2944,7
Mammal Review,4.3,2014,44,2,Huggenberger et al.,3/6/2016,11/19/2013,1,0,94,1
Mammal Review,4.3,2014,44,2,González-Suárez and Cassini,3/6/2016,7/24/2013,2,2,267,6
Mammal Review,4.3,2014,44,2,Fleming et al.,3/6/2016,9/30/2013,39,33,82696,13
Mammal Review,4.3,2014,44,3,Bolaños-Jiménez et al.,3/6/2016,3/16/2014,11,11,16154,0
Mammal Review,4.3,2014,44,3,Lemaître et al.,3/6/2016,3/12/2014,2,2,511,5
Mammal Review,4.3,2014,44,3,Everest et al.,3/6/2016,9/8/2014,56,41,124218,1
New Phytologist,7.8,2012,193,1,Leida et al.,3/10/2016,9/7/2011,0,0,0,39
New Phytologist,7.8,2012,193,1,Yang et al.,3/10/2016,9/14/2011,0,0,0,23
New Phytologist,7.8,2012,193,1,Feng et al.,3/10/2016,10/4/2011,0,0,0,10
New Phytologist,7.8,2012,193,2,Barrero et al.,3/10/2016,10/31/2011,0,0,0,27
New Phytologist,7.8,2012,193,2,Tayor et al.,3/10/2016,11/1/2011,1,0,0,33
New Phytologist,7.8,2012,193,2,Falster et al.,3/10/2016,11/8/2011,1,0,805,16
New Phytologist,7.8,2012,193,3,Zheng et al.,3/10/2016,11/28/2011,0,0,0,21
New Phytologist,7.8,2012,193,3,Resende et al.,3/10/2016,10/5/2011,7,7,16248,59
New Phytologist,7.8,2012,193,3,Metali et al.,3/10/2016,11/23/2011,0,0,0,21
New Phytologist,7.8,2012,193,4,DiFazio et al.,3/10/2016,1/4/2012,0,0,0,18
New Phytologist,7.8,2012,193,4,Zeppel et al.,3/10/2016,12/9/2011,2,2,515,36
New Phytologist,7.8,2012,193,4,Trinder et al.,3/10/2016,1/11/2012,0,0,0,10
New Phytologist,7.8,2012,194,1,Mansfield et al.,3/10/2016,1/12/2012,0,0,0,51
New Phytologist,7.8,2012,194,1,Resende et al.,3/10/2016,2/6/2012,1,0,391,62
New Phytologist,7.8,2012,194,1,Pham et al.,3/10/2016,1/18/2012,0,0,0,12
New Phytologist,7.8,2012,194,2,Leide et al.,3/10/2016,2/1/2012,0,0,0,5
New Phytologist,7.8,2012,194,2,Canas et al.,3/10/2016,2/13/2012,0,0,0,8
New Phytologist,7.8,2012,194,2,Leigh et al.,3/10/2016,2/1/2012,0,0,0,14
New Phytologist,7.8,2012,194,3,Huang et al.,3/10/2016,3/12/2012,2,2,593,11
New Phytologist,7.8,2012,194,3,Li et al.,3/10/2016,3/1/2012,0,0,0,19
New Phytologist,7.8,2012,194,3,Renton et al.,3/10/2016,3/22/2012,0,0,0,23
New Phytologist,7.8,2012,194,4,Gomez-Aparicio et al.,3/10/2016,3/16/2012,0,0,0,19
New Phytologist,7.8,2012,194,4,Thomazella et al.,3/10/2016,3/23/2012,7,7,8482,20
New Phytologist,7.8,2012,194,4,Feng et al.,3/10/2016,3/20/2012,0,0,0,10
New Phytologist,7.8,2012,195,1,Brock et al.,3/11/2016,4/17/2012,0,0,0,7
New Phytologist,7.8,2012,195,1,Yu et al.,3/11/2016,4/27/2012,0,0,0,22
New Phytologist,7.8,2012,195,1,Florez-Sarasa et al.,3/11/2016,4/30/2012,0,0,0,12
New Phytologist,7.8,2012,195,2,West et al.,3/11/2016,5/17/2012,0,0,0,52
New Phytologist,7.8,2012,195,2,Appel et al.,3/11/2016,5/23/2012,0,0,0,10
New Phytologist,7.8,2012,195,2,Liu et al.,3/11/2016,5/16/2012,0,0,0,10
New Phytologist,7.8,2012,195,3,Delhaize et al.,3/11/2016,5/29/2012,0,0,0,16
New Phytologist,7.8,2012,195,3,Parachnowitsch et al.,3/11/2016,5/30/2012,17,12,15425,35
New Phytologist,7.8,2012,195,3,Szinay et al.,3/11/2016,6/11/2012,0,0,0,16
New Phytologist,7.8,2012,195,4,Nelson,3/11/2016,6/28/2012,0,0,0,3
New Phytologist,7.8,2012,195,4,Gauslaa et al.,3/11/2016,7/4/2012,0,0,0,19
New Phytologist,7.8,2012,195,4,McCormack et al.,3/11/2016,6/11/2012,0,0,0,70
New Phytologist,7.8,2012,196,1,White et al.,3/11/2016,7/17/2012,1,0,228,18
New Phytologist,7.8,2012,196,1,Xu et al.,3/11/2016,7/18/2012,0,0,0,10
New Phytologist,7.8,2012,196,1,Low et al.,3/11/2016,7/9/2012,0,0,0,3
New Phytologist,7.8,2012,196,2,Onoda et al.,3/11/2016,8/22/2012,4,4,2562,5
New Phytologist,7.8,2012,196,2,Bradford et al.,3/11/2016,8/23/2012,14,9,13095,11
New Phytologist,7.8,2012,196,2,Xu-Ri et al.,3/11/2016,8/24/2012,0,0,0,13
New Phytologist,7.8,2012,196,3,Nardini et al.,3/11/2016,9/14/2012,0,0,0,29
New Phytologist,7.8,2012,196,3,Lannes et al.,3/11/2016,9/24/2012,2,2,1062,9
New Phytologist,7.8,2012,196,3,Schob et al.,3/11/2016,9/14/2012,0,0,0,45
New Phytologist,7.8,2012,196,4,Nelson et al.,3/11/2016,9/21/2012,0,0,0,10
New Phytologist,7.8,2012,196,4,Lambers et al.,3/11/2016,8/31/2012,0,0,0,43
New Phytologist,7.8,2012,196,4,Costa et al.,3/11/2016,10/1/2012,2,2,6273,4
New Phytologist,7.8,2013,197,1,Groszmann et al.,3/11/2016,11/5/2012,0,0,0,9
New Phytologist,7.8,2013,197,1,Mohler et al.,3/11/2016,10/19/2012,0,0,0,9
New Phytologist,7.8,2013,197,1,Xu et al.,3/11/2016,10/29/2012,0,0,0,39
New Phytologist,7.8,2013,197,2,Schaart et al.,3/12/2016,11/16/2012,0,0,0,49
New Phytologist,7.8,2013,197,2,Carmona and Fornoni,3/12/2016,11/21/2012,2,2,7338,36
New Phytologist,7.8,2013,197,2,Li et al.,3/12/2016,11/16/2012,3,3,2359,34
New Phytologist,7.8,2013,197,3,Hemsley et al.,3/12/2016,12/17/2012,0,0,0,32
New Phytologist,7.8,2013,197,3,Sharma and Kramer,3/12/2016,12/21/2012,0,0,0,14
New Phytologist,7.8,2013,197,3,Martins et al.,3/12/2016,12/10/2012,3,3,5603,20
New Phytologist,7.8,2013,197,4,Adams et al.,3/12/2016,1/11/2013,1,0,38,51
New Phytologist,7.8,2013,197,4,Olson and Rosell,3/12/2016,12/21/2012,2,2,705,21
New Phytologist,7.8,2013,197,4,Bourcy et al.,3/12/2016,12/27/2012,0,0,0,19
New Phytologist,7.8,2013,198,1,Shrestha et al.,3/14/2016,1/31/2013,8,5,13196,22
New Phytologist,7.8,2013,198,1,Estrada et al.,3/14/2016,2/13/2013,15,15,23029,21
New Phytologist,7.8,2013,198,1,Duszynska et al.,3/14/2016,1/31/2013,0,0,0,5
New Phytologist,7.8,2013,198,2,Moran and Kubiske,3/14/2016,1/29/2013,5,3,7912,2
New Phytologist,7.8,2013,198,2,Gosling et al.,3/14/2016,2/20/2013,6,5,9416,34
New Phytologist,7.8,2013,198,2,Fior et al.,3/14/2016,2/5/2013,0,0,0,19
New Phytologist,7.8,2013,198,3,Xie et al.,3/14/2016,2/27/2013,1,0,2009,25
New Phytologist,7.8,2013,198,3,Uesugi and Kessler,3/14/2016,2/25/2013,5,5,12595,23
New Phytologist,7.8,2013,198,3,Scheiter et al.,3/14/2016,3/15/2013,3,3,7941,56
New Phytologist,7.8,2013,198,4,Halsey et al.,3/14/2016,3/4/2013,1,0,6220,13
New Phytologist,7.8,2013,198,4,Pavlovic et al.,3/14/2016,3/18/2013,4,4,7611,18
New Phytologist,7.8,2013,198,4,Kettles et al.,3/14/2016,3/25/2013,10,9,20543,24
New Phytologist,7.8,2013,199,1,Eller et al.,3/14/2016,3/28/2013,8,8,14807,28
New Phytologist,7.8,2013,199,1,Diez et al.,3/14/2016,4/2/2013,21,20,37089,10
New Phytologist,7.8,2013,199,1,Westbrook et al.,3/14/2016,3/28/2013,2,2,6849,13
New Phytologist,7.8,2013,199,2,Ryan et al.,3/14/2016,4/18/2013,4,4,7443,18
New Phytologist,7.8,2013,199,2,Krepkowski et al.,3/14/2016,4/16/2013,2,2,7359,8
New Phytologist,7.8,2013,199,2,Vieira et al.,3/14/2016,4/10/2013,5,5,9765,7
New Phytologist,7.8,2013,199,3,Guiboileau et al.,3/14/2016,5/7/2013,2,2,7355,17
New Phytologist,7.8,2013,199,3,Ontl et al.,3/14/2016,5/21/2013,3,3,7455,12
New Phytologist,7.8,2013,199,3,Medeiros and Ward,3/14/2016,5/14/2013,12,12,19280,6
New Phytologist,7.8,2013,199,4,Fones et al.,3/14/2016,6/12/2013,2,2,6341,9
New Phytologist,7.8,2013,199,4,Hill et al.,3/14/2016,5/30/2013,11,9,12190,5
New Phytologist,7.8,2013,199,4,Girardin et al.,3/14/2016,5/21/2013,2,2,6598,18
New Phytologist,7.8,2013,200,1,McKew et al.,3/14/2016,6/10/2013,1,0,6220,7
New Phytologist,7.8,2013,200,1,McKew et al.,3/14/2016,6/24/2013,1,0,6220,13
New Phytologist,7.8,2013,200,1,Gessler et al.,3/14/2016,6/13/2013,2,2,7265,20
New Phytologist,7.8,2013,200,2,Will et al.,3/14/2016,5/30/2013,1,0,6242,14
New Phytologist,7.8,2013,200,2,Redmond and Barger,3/14/2016,6/17/2013,4,4,7564,6
New Phytologist,7.8,2013,200,2,Li et al.,3/14/2016,7/1/2013,1,0,6220,34
New Phytologist,7.8,2013,200,3,Stiling et al.,3/14/2016,5/2/2013,6,6,11323,4
New Phytologist,7.8,2013,200,3,Yu et al.,3/14/2016,7/31/2013,3,3,8394,19
New Phytologist,7.8,2013,200,3,Eidesen et al.,3/14/2016,7/22/2013,12,11,20838,27
New Phytologist,7.8,2013,200,4,Crumpton-Taylor et al.,3/14/2016,8/19/2013,3,3,7084,11
New Phytologist,7.8,2013,200,4,Owen and Griffiths,3/14/2016,8/29/2013,3,3,6999,13
New Phytologist,7.8,2013,200,4,Carbone et al.,3/14/2016,8/27/2013,9,9,22079,17
New Phytologist,7.8,2014,201,1,Baudisch et al.,3/14/2016,9/12/2013,0,0,0,7
New Phytologist,7.8,2014,201,1,Dodd et al.,3/14/2016,9/17/2013,2,2,6555,11
New Phytologist,7.8,2014,201,1,Oberhofer et al.,3/14/2016,9/18/2013,2,2,6872,13
New Phytologist,7.8,2014,201,2,Siddique et al.,3/14/2016,10/1/2013,3,3,6536,2
New Phytologist,7.8,2014,201,2,Bell et al.,3/14/2016,10/4/2013,5,5,3932,10
New Phytologist,7.8,2014,201,2,Zhu et al.,3/14/2016,10/7/2013,6,5,10329,13
New Phytologist,7.8,2014,201,3,Ogo et al.,3/14/2016,11/5/2013,2,2,6377,8
New Phytologist,7.8,2014,201,3,Lamy et al.,3/14/2016,11/1/2013,4,4,7118,14
New Phytologist,7.8,2014,201,3,Fuchslueger et al.,3/14/2016,10/31/2013,5,5,7478,13
New Phytologist,7.8,2014,201,4,Slavov et al.,3/14/2016,12/6/2013,19,16,26998,13
New Phytologist,7.8,2014,201,4,Dow et al.,3/14/2016,11/19/2013,13,13,22604,19
New Phytologist,7.8,2014,201,4,Kopittke et al.,3/14/2016,11/11/2013,0,0,0,8
New Phytologist,7.8,2014,202,1,Schob et al.,3/14/2016,12/12/2013,4,4,15198,20
